Handle,Title,Body HTML,Type,Tags,Status,Published,URL,Custom Collections,Smart Collections,Image Src,Image Alt Text,Option1 Name,Variant Image,Variant Price,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: custom.how_to_use [multi_line_text_field],Metafield: custom.ingredients [multi_line_text_field],Metafield: custom.essences_inside_pictures [list.file_reference],Metafield: custom.essences_inside_names [list.single_line_text_field],Metafield: custom.essences_inside_descriptors [list.single_line_text_field],Metafield: custom.summary_blurb [multi_line_text_field],Metafield: custom.smells_like [multi_line_text_field],Metafield: judgeme.widget [string]
True Strength Serum,True Strength Serum,,Serums,True Strength,Active,True,https://www.lotuswei.com/products/true-strength-serum,"go-deep, skin-hydration-for-men","elixirs, serums, all-products, true-strength",https://cdn.shopify.com/s/files/1/0223/5181/files/TrueStrengthCollection-25.jpg?v=1717021940,,,,,,,,,,,,,,
True Strength Serum,True Strength Serum,,Serums,True Strength,Active,True,https://www.lotuswei.com/products/true-strength-serum,"go-deep, skin-hydration-for-men","elixirs, serums, all-products, true-strength",https://cdn.shopify.com/s/files/1/0223/5181/files/AlanUsingTrueStrengthSerum-5.jpg?v=1717021940,,,,,,,,,,,,,,
True Strength Serum,True Strength Serum,,Serums,True Strength,Active,True,https://www.lotuswei.com/products/true-strength-serum,"go-deep, skin-hydration-for-men","elixirs, serums, all-products, true-strength",https://cdn.shopify.com/s/files/1/0223/5181/files/TrueStrengthCollection-27.jpg?v=1717021937,,,,,,,,,,,,,,
Monteverde Rein Orchid Elixir,Monteverde Rein Orchid Elixir,"Description Use Ingredients Delicious honey elixir infused with flower essences. 5 drops, 5 times a day, under the tongue. The Monteverde Rein Orchid is a terrestrial orchid that uproots subconscious fears of persecution, fear or panic. When we perceive ourselves as alone, weak or vulnerable, we get amped up into fight or flight mode. Rein Orchid softens our hypervigilance and fixation on details so we can feel comforted, safe and at home. Our minds release their grip on minutia, so we can attain a bird's-eye perspective. MAGNIFIES: Sense of safety; Birds-eye view; Ability to let down your guard. DISSOLVES: Fear of persecution or sense of danger; Hypervigilance to point of detriment; Feeling alone. USE: Enjoy 5 drops sublingually 5 times each day regularly until bottle is finished; or put a dropperful in your water bottle each morning and drink throughout the day. GET CREATIVE: Morning coffee, party punch, restaurants, water bottle, child’s water or juice, pet’s water, cocktails. FEEL A DIFFERENCE: Most people feel a dramatic difference in their everyday state of mind within 2-3 days, with a cumulative effect over time. If used regularly, bottle lasts 3-4 weeks, enough time to experience a significant shift in mood and everyday life. Safe (& excellent) for children over 12 months of age. INGREDIENTS: Purified water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (grape) alcohol, Habenaria monorrhiza (Monteverde Rein Orchid) flower essence, Achillea millefolium (Yarrow) flower essence and Nelumba nucifera (Lotus) flower essence. *Certified Organic",Single Elixirs,SEARCHANISE_IGNORE,Active,True,https://www.lotuswei.com/products/monteverde-rein-orchid-elixir,,"elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/image_696a90ce-548d-4de0-8fde-b45aab8d8d73.jpg?v=1639608922,,Title,,$45,,,,,,,,,,"Customer Reviews Based on 1 review Write a review 100% (1) 0% (0) 0% (0) 0% (0) 0% (0) R Robyn R. Love it, bought it again… I love this elixir for dissolving fear and paranoia and hypervigilance, gently. I am using it a second time now. It does leave me w more awareness of my vulnerability but without fear and w understanding to protect myself as needed."
Monteverde Rein Orchid Elixir,Monteverde Rein Orchid Elixir,,Single Elixirs,SEARCHANISE_IGNORE,Active,True,https://www.lotuswei.com/products/monteverde-rein-orchid-elixir,,"elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/MonteverdeReinOrchidFlowerSquare.jpg?v=1639608922,,,,,,,,,,,,,,
Peppermint Dark Chocolate,Peppermint Dark Chocolate,"Sense the breeze in this cool & refreshing, smooth as silk peppermint dark chocolate. Green is for the Wind Element, which imparts vitality & invites freedom from limitations. Let the chocolate melt in your mouth, and feel alive like the wind.",Chocolate,Inner Knowing,Active,True,https://www.lotuswei.com/products/peppermint-dark-chocolate,"weiofchocolate, caregiving, practice, chocolate-bundle-builder","all-products, flower-essences-for-inner-knowing",https://cdn.shopify.com/s/files/1/0223/5181/files/Peppermint-WoC-Square-Pouch.jpg?v=1689906797,,Title,,$12,,"Vegan organic dark chocolate with peppermint and flower essences from LOTUSWEI, in a creamy 68% cacao for a healthy gluten free treat","These 3"" x 3"" square chocolate bars break into 9 delicious segments. Take a moment to let it melt in your mouth, and enjoy the peace of chocolate.","Organic 68% dark chocolate (organic cocoa mass, organic coconut blossom sugar, organic cocoa butter), peppermint essential oil, and LOTUSWEI Inner Knowing flower remedy blend. ALLERGENS: Coconut. Made in a facility that processes milk, eggs, almonds, coconut & other treenuts.",,,,"Nothing beats the fresh, coolness of peppermint in a smooth, creamy 68% cacao dark chocolate! Infused with LOTUSWEI Inner Knowing flower essences for self-trust and strength to break through limitations & embody your vision. *Climates with temperature over 80F / 25C, there's a risk your chocolate will arrive melted.",,"Customer Reviews Based on 4 reviews Write a review 100% (4) 0% (0) 0% (0) 0% (0) 0% (0) I Isabeth H. Delicious The best dark chocolate peppermint I have found. So satisfying for dessert. Thank you! So glad you’re loving the peppermint! K Kristi So delicious!!! P P.M. This is the one I fall asleep too!  Cool and refreshing. H H.L. Delicious Best dark mint chocolate I’ve had. Smooth, creamy and gave me energy. 100/10 would buy again!"
Peppermint Dark Chocolate,Peppermint Dark Chocolate,,Chocolate,Inner Knowing,Active,True,https://www.lotuswei.com/products/peppermint-dark-chocolate,"weiofchocolate, caregiving, practice, chocolate-bundle-builder","all-products, flower-essences-for-inner-knowing",https://cdn.shopify.com/s/files/1/0223/5181/files/Peppermint-WoC-Square-Bar.jpg?v=1689906797,,,,,,,,,,,,,,
Peppermint Dark Chocolate,Peppermint Dark Chocolate,,Chocolate,Inner Knowing,Active,True,https://www.lotuswei.com/products/peppermint-dark-chocolate,"weiofchocolate, caregiving, practice, chocolate-bundle-builder","all-products, flower-essences-for-inner-knowing",https://cdn.shopify.com/s/files/1/0223/5181/files/Peppermint-WoC-Square-Pouch-back.jpg?v=1692327248,,,,,,,,,,,,,,
Peppermint Dark Chocolate,Peppermint Dark Chocolate,,Chocolate,Inner Knowing,Active,True,https://www.lotuswei.com/products/peppermint-dark-chocolate,"weiofchocolate, caregiving, practice, chocolate-bundle-builder","all-products, flower-essences-for-inner-knowing",https://cdn.shopify.com/s/files/1/0223/5181/files/Peppermint-IngredientPosts.png?v=1692327248,,,,,,,,,,,,,,
Cocoa Buttery Dark Chocolate,Cocoa Buttery Dark Chocolate,"Wei of Chocolate infuses gloriously rich organic dark chocolate with LOTUSWEI flower essences! Pure cocoa buttery creaminess in 68% cacao, vegan dark chocolate. Blue symbolizes the Element of Space, known for its expansiveness. Take a moment to let the chocolate melt in your mouth & tap into your powerful presence.",Chocolate,Luminous Chi,Active,True,https://www.lotuswei.com/products/68-cocoa-buttery-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","all-products, luminous-chi",https://cdn.shopify.com/s/files/1/0223/5181/files/CocoaButtery-WoC-Square-Pouch-FRONT.png?v=1733785516,,Title,,$12,,,"These 3"" x 3"" square chocolate bars break into 9 delicious segments. Take a moment to let it melt in your mouth, and enjoy the peace of chocolate.","Organic 68% dark chocolate (organic cocoa mass, organic coconut blossom sugar, organic cocoa butter), and LOTUSWEI Luminous Chi flower remedy blend. ALLERGENS: Coconut. Made in a facility that processes milk, eggs, almonds, coconut & other treenuts.",,,,"Revel in the rich, cocoa buttery goodness of 68% pure dark chocolate. Creamy with cocoa butter instead of milk, it's oh-so-delicious! Infused with Luminous Chi flower essences for powerful presence, energetic reinforcement and freedom to thrive. *Climates with temperature over 80F / 25C, there's a risk your chocolate will arrive melted.",,Customer Reviews Based on 3 reviews Write a review 100% (3) 0% (0) 0% (0) 0% (0) 0% (0) P Pam G. One of my favorites with the chocolates Super creamy chocolate. One of my favorite ways to take in flower essences and the aura mists. Super fast shipping. Thank you for the creation of this. So wonderful to hear you are loving the chocolate! Thank you for sharing. L Lisa M.P. Totally delicious. It's hard to eat only one because you want to eat them all because these are the most delicious chocolate bars on the planet! Thank you so much! We’re thrilled you love them! N Nancy So good! I am very excited that my local coffee shop is carrying Wei of Chocolate. A sweet surprise! My favorite chocolate. I’ve been a long time consumer :-). Yay! Glad you can get your WOC locally!
Cocoa Buttery Dark Chocolate,Cocoa Buttery Dark Chocolate,,Chocolate,Luminous Chi,Active,True,https://www.lotuswei.com/products/68-cocoa-buttery-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","all-products, luminous-chi",https://cdn.shopify.com/s/files/1/0223/5181/files/CocoaButtery-WoC-Square-Pouch-BACK.png?v=1733785516,,,,,,,,,,,,,,
Cocoa Buttery Dark Chocolate,Cocoa Buttery Dark Chocolate,,Chocolate,Luminous Chi,Active,True,https://www.lotuswei.com/products/68-cocoa-buttery-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","all-products, luminous-chi",https://cdn.shopify.com/s/files/1/0223/5181/files/CocoaButtery-WoC-Square-Pouch-BAR.png?v=1733785516,,,,,,,,,,,,,,
Cocoa Buttery Dark Chocolate,Cocoa Buttery Dark Chocolate,,Chocolate,Luminous Chi,Active,True,https://www.lotuswei.com/products/68-cocoa-buttery-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","all-products, luminous-chi",https://cdn.shopify.com/s/files/1/0223/5181/files/CocoaButterydarkchocolateIngredients.png?v=1733530409,,,,,,,,,,,,,,
Himalayan Pink Salt Dark Chocolate,Himalayan Pink Salt Dark Chocolate,"Immerse yourself in dark chocolate with nuggets of Himalayan sea salt. Melt into this rich, dark chocolate and you'll sense it — the magic of sea salt captured in the Himalayan mountains. Wash away tension & feel free like water.",Chocolate,Open Heart,Active,True,https://www.lotuswei.com/products/himalayan-pink-salt-dark-chocolate,"weiofchocolate, chocolate-bundle-builder",all-products,https://cdn.shopify.com/s/files/1/0223/5181/files/HimalayanSalt-WoC-Square-Pouch-FRONT.png?v=1733785386,,Title,,$12,,"Himalayan salt and dark chocolate infused with flower remedies from LOTUSWEI, in 72% cacao for a healthy, salt chocolate experience in a top quality vegan dark chocolate bar","These 3"" x 3"" square chocolate bars break into 9 delicious segments. Take a moment to let it melt in your mouth, and enjoy the peace of chocolate.","Organic 72% dark chocolate (organic cocoa mass, organic coconut blossom sugar, organic cocoa butter), Himalasalt Himalayan pink salt, and LOTUSWEI Open Heart flower remedy blend. ALLERGENS: Coconut. Made in a facility that processes milk, eggs, almonds, coconut & other treenuts.",,,,"A perennial favorite, what's not to love about the salty & sweet combo found in this 72% cacao Himalayan salt dark chocolate bar? Infused with LOTUSWEI Open Heart flower essences for open-heartedness, ease in vulnerability and child-like curiosity. *Climates with temperature over 80F / 25C, there's a risk your chocolate will arrive melted.",,"Customer Reviews Based on 4 reviews Write a review 75% (3) 25% (1) 0% (0) 0% (0) 0% (0) P Pamela The very best chocolate ever! I love the flavor and texture of this chocolate, the salt is an added bonus. N Nicole S. The most delicious chocolate ever The dark chocolate is so rich and just a hint of sea salt, that one square satisfies my sweet tooth to perfection! Thank you! We're so glad you love it! P Pascha Always excellent I’ve loved Wei of Chocolate (and Lotus Wei) products for years. I am a dedicated customer and fan! Thank you for being such a fan! :) xoxo I Isabeth H. Delicious Discovered i like this very much. So glad I tried it. Am ordering it again. Hey Isabeth! So glad you are enjoying the Himalayan Salt Chocolate! :) xoxo"
Himalayan Pink Salt Dark Chocolate,Himalayan Pink Salt Dark Chocolate,,Chocolate,Open Heart,Active,True,https://www.lotuswei.com/products/himalayan-pink-salt-dark-chocolate,"weiofchocolate, chocolate-bundle-builder",all-products,https://cdn.shopify.com/s/files/1/0223/5181/files/HimalayanSalt-WoC-Square-Pouch-BACK.png?v=1733785386,,,,,,,,,,,,,,
Himalayan Pink Salt Dark Chocolate,Himalayan Pink Salt Dark Chocolate,,Chocolate,Open Heart,Active,True,https://www.lotuswei.com/products/himalayan-pink-salt-dark-chocolate,"weiofchocolate, chocolate-bundle-builder",all-products,https://cdn.shopify.com/s/files/1/0223/5181/files/HimalayanSalt-WoC-Square-Pouch-BAR.png?v=1733785386,,,,,,,,,,,,,,
Himalayan Pink Salt Dark Chocolate,Himalayan Pink Salt Dark Chocolate,,Chocolate,Open Heart,Active,True,https://www.lotuswei.com/products/himalayan-pink-salt-dark-chocolate,"weiofchocolate, chocolate-bundle-builder",all-products,https://cdn.shopify.com/s/files/1/0223/5181/files/Himalayan_Salt_dark_chocolate_Ingredients.png?v=1733539728,,,,,,,,,,,,,,
Vietnamese Coffee Dark Chocolate,Vietnamese Coffee Dark Chocolate,"Wake up with the richness of Vietnamese coffee-infused dark chocolate. Warming, invigorating & motivating! Red represents the Fire element, known for its clarifying action. Take a moment to let the chocolate melt in your mouth, and spark your inner fire.",Chocolate,Inspired Action,Active,True,https://www.lotuswei.com/products/vietnamese-coffee-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","inspired-action, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/VietnameseCoffee-WoC-Square-Pouch-FRONT.png?v=1733785544,,Title,,$12,,Rich 68% cacao with coffee flavor mocha dark chocolate with LOTUSWEI flower essences in a healthy vegan dark chocolate bar,"These 3"" x 3"" square chocolate bars break into 9 delicious segments. Take a moment to let it melt in your mouth, and enjoy the peace of chocolate.","Organic 68% dark chocolate (organic cocoa mass, organic coconut blossom sugar, organic cocoa butter), soluble coffee, and LOTUSWEI Inspired Action flower remedy blend. ALLERGENS: Coconut. Made in a facility that processes milk, eggs, almonds, coconut & other treenuts.",,,,"We all know the qualities of a good cup of coffee: warming, invigorating, motivating! With this deliciously creamy coffee dark chocolate bar, you can tap into those qualities to clarify your mind, ignite your creative fire & activate your energy. Infused with LOTUSWEI Inspired Action flower essences for creativity, motivation & intuition. *Climates with temperature over 80F / 25C, there's a risk your chocolate will arrive melted.",,"Customer Reviews Based on 3 reviews Write a review 100% (3) 0% (0) 0% (0) 0% (0) 0% (0) P Pascha Longtime fan I have been a fan—or devotee—of Lotus Wei/Wei of Chocolate for many years. I predict this will continue for years to come. Most recently I received and have been savoring the Vietnamese Coffee Dark Chocolate. Infused with flower essences, each piece—best experienced with intention—provides a meditative moment, an opportunity to step into a space outside the hustle and bustle. Grateful for your devotion—here’s to many more moments! N Nancy Amazing chocolate M Margaret M. Delicious Flavor Kick! It is the perfect balance of chocolatey goodness and coffee flavor.Take a piece and let it melt on your tongue.  Scrumptious! Hey Margaret! Wonderful, we are so happy to hear you love it :) xoxo"
Vietnamese Coffee Dark Chocolate,Vietnamese Coffee Dark Chocolate,,Chocolate,Inspired Action,Active,True,https://www.lotuswei.com/products/vietnamese-coffee-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","inspired-action, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/VietnameseCoffee-WoC-Square-Pouch-BACK.png?v=1733785545,,,,,,,,,,,,,,
Vietnamese Coffee Dark Chocolate,Vietnamese Coffee Dark Chocolate,,Chocolate,Inspired Action,Active,True,https://www.lotuswei.com/products/vietnamese-coffee-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","inspired-action, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/VietnameseCoffee-WoC-Square-Pouch-BAR.png?v=1733785544,,,,,,,,,,,,,,
Vietnamese Coffee Dark Chocolate,Vietnamese Coffee Dark Chocolate,,Chocolate,Inspired Action,Active,True,https://www.lotuswei.com/products/vietnamese-coffee-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","inspired-action, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/Coffee-IngredientPosts.png?v=1692327369,,,,,,,,,,,,,,
Sacred Body Dark Chocolate,Sacred Body Dark Chocolate,"So rich, so dark, so good! Clear & support your energetic field as this luscious dark chocolate connects you to the sacredness of your own body.",Chocolate,,Active,True,https://www.lotuswei.com/products/sacred-body-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","aura-mists, elixirs, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/files/SacredBody-WoC-Square-Pouch.jpg?v=1689906461,,Title,,$12,,,"These 3"" x 3"" square chocolate bars break into 9 delicious segments. Take a moment to let it melt in your mouth, and enjoy the peace of chocolate.","Organic 72% dark chocolate (organic cocoa mass, organic coconut blossom sugar, organic cocoa butter), and LOTUSWEI TM Sacred Body flower remedy blend. ALLERGENS: Coconut. Made in a facility that processes milk, eggs, almonds, coconut & other treenuts.",,,,"Deliciously dark, perfect chocolate for the purist - just rich, smooth flavor, infused with LOTUSWEI Sacred Body flower remedies for vitality, strength & self-healing *Climates with temperature over 80F / 25C, there's a risk your chocolate will arrive melted.",,Customer Reviews Be the first to write a review Write a review 0% (0) 0% (0) 0% (0) 0% (0) 0% (0)
Sacred Body Dark Chocolate,Sacred Body Dark Chocolate,,Chocolate,,Active,True,https://www.lotuswei.com/products/sacred-body-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","aura-mists, elixirs, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/files/SacredBody-WoC-Square-Bar.jpg?v=1689906461,,,,,,,,,,,,,,
Sacred Body Dark Chocolate,Sacred Body Dark Chocolate,,Chocolate,,Active,True,https://www.lotuswei.com/products/sacred-body-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","aura-mists, elixirs, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/files/SacredBody-WoC-Square-Pouch-BACK.jpg?v=1692327273,,,,,,,,,,,,,,
Sacred Body Dark Chocolate,Sacred Body Dark Chocolate,,Chocolate,,Active,True,https://www.lotuswei.com/products/sacred-body-dark-chocolate,"weiofchocolate, chocolate-bundle-builder","aura-mists, elixirs, all-products, kits",https://cdn.shopify.com/s/files/1/0223/5181/files/SacredBody-IngredientPost.png?v=1692327273,,,,,,,,,,,,,,
Coconut Salt Dark Chocolate,Coconut Salt Dark Chocolate,"Envelop yourself in the ambrosial lusciousness of coconut & creamy dark chocolate. White signifies the Water element, which gives fluidity & connection. Tap into gentle waves of compassion by letting a single piece melt in your mouth.",Chocolate,Inner Peace,Active,True,https://www.lotuswei.com/products/coconut-salt-dark-chocolate,"weiofchocolate, caregiving, practice, chocolate-bundle-builder","inner-peace, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/Coconut-WoC-Square-Pouch-FRONT.png?v=1733785597,,Title,,$12,,Vegan dark chocolate with flower remedies from LOTUSWEI in a creamy 68% cacao with shredded coconut and coconut sugar for a delicious low glycemic treat in a bar of chocolate,"These 3"" x 3"" square chocolate bars break into 9 delicious segments. Take a moment to let it melt in your mouth, and enjoy the peace of chocolate.","Organic 68% dark chocolate (organic cocoa mass, organic coconut blossom sugar, organic cocoa butter), organic coconut, coconut extract (alcohol, glycerin, coconut extractive), Celtic sea salt, and LOTUSWEI Inner Peace flower remedy blend. ALLERGENS: Coconut. Made in a facility that processes milk, eggs, almonds, coconut & other treenuts.",,,,"This 68% cacao, creamy yet textured dark chocolate bar is lush & luxurious with rich coconut flavor and shreds of organic coconut throughout. Infused with LOTUSWEI Inner Peace flower essences for more calm and confidence. *Climates with temperature over 80F / 25C, there's a risk your chocolate will arrive melted.",,Customer Reviews Based on 5 reviews Write a review 100% (5) 0% (0) 0% (0) 0% (0) 0% (0) N Nancy Delicious! A Asja Delicious. Like no other chocolate available. It is also an amazing tool for meditation! Means a lot! Thank you :) J Jessica O. Best chocolate ever! I love this chocolate so much.  It is delicious and a blissful experience to eat.  I will definitely be ordering more.  It is clearly made with great care! Thank you so much for taking the time to leave such lovely feedback! We're thrilled to hear that you enjoyed the Coconut Salt Dark Chocolate and that it brought you blissful moments. We truly appreciate your kind words. We can't wait for you to try more of our chocolates in the future. Happy snacking! xoxo P P.M. The very best flavor combo.  Let me know when it is available. Hey Patty! You can sign up to be notified via email of restock here: https://www.lotuswei.com/collections/weiofchocolate/products/coconut-salt-dark-chocolate P P.M. THE best!! My absolute favorite!!
Coconut Salt Dark Chocolate,Coconut Salt Dark Chocolate,,Chocolate,Inner Peace,Active,True,https://www.lotuswei.com/products/coconut-salt-dark-chocolate,"weiofchocolate, caregiving, practice, chocolate-bundle-builder","inner-peace, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/Coconut-WoC-Square-Pouch-BACK.png?v=1733785596,,,,,,,,,,,,,,
Coconut Salt Dark Chocolate,Coconut Salt Dark Chocolate,,Chocolate,Inner Peace,Active,True,https://www.lotuswei.com/products/coconut-salt-dark-chocolate,"weiofchocolate, caregiving, practice, chocolate-bundle-builder","inner-peace, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/Coconut-WoC-Square-Pouch-BAR.png?v=1733785597,,,,,,,,,,,,,,
Coconut Salt Dark Chocolate,Coconut Salt Dark Chocolate,,Chocolate,Inner Peace,Active,True,https://www.lotuswei.com/products/coconut-salt-dark-chocolate,"weiofchocolate, caregiving, practice, chocolate-bundle-builder","inner-peace, all-products",https://cdn.shopify.com/s/files/1/0223/5181/files/Coconut_Salt_dark_chocolate_ingredients.png?v=1733539729,,,,,,,,,,,,,,
Crystallized Ginger Dark Chocolate,Crystallized Ginger Dark Chocolate,"Ground yourself in dark chocolate with nubs of spicy crystallized ginger. Gold represents the Earth element, which gives us a strong foundation. Take a moment to let the chocolate melt in your mouth, and find your inner strength.",Chocolate,True Strength,Active,True,https://www.lotuswei.com/products/crystallized-ginger-dark-chocolate,"weiofchocolate, women, practice, chocolate-bundle-builder",all-products,https://cdn.shopify.com/s/files/1/0223/5181/files/CrystallizedGinger-WoC-Square-Pouch.jpg?v=1689906305,,Title,,$12,,"Gluten free, soy free dark chocolate infused with flower remedies from LOTUSWEI, in 70% cacao with bits of crystallized ginger for a delicious treat that is good for you, all in a best quality chocolate bar","These 3"" x 3"" square chocolate bars break into 9 delicious segments. Take a moment to let it melt in your mouth, and enjoy the peace of chocolate.","Organic 70% dark chocolate (organic cocoa mass, organic coconut blossom sugar, organic cocoa butter), crystallized ginger (ginger, cane sugar), and LOTUSWEI True Strength flower remedy blend. ALLERGENS: Coconut. Made in a facility that processes milk, eggs, almonds, coconut & other treenuts.",,,,"Once you experience the richness of ginger & chocolate, with jewel-like bits of crystallized ginger, you'll feel the quality of the Earth element: stable, strong, protective. Infused with LOTUSWEI True Strength flower essences for support, belonging & wholeness. *Climates with temperature over 80F / 25C, there's a risk your chocolate will arrive melted.",,"Customer Reviews Based on 4 reviews Write a review 100% (4) 0% (0) 0% (0) 0% (0) 0% (0) M Martha Divine As a child, my mother introduced us to her favorite chocolate covered ginger. Over the  years this favorite seems to be hard to find. Thank you for this delicious version. And it is also healthy..My sister and I will be back for more. Bless you. .. Thank you! So glad you loved it! P Patricia C. The best The crystallized ginger is one of my favorites. Which I think I say for every single Lotus Wei & Wei of Chocolate flavors. Grateful for your feedback :) S S.D. Amazing!!! Wei of Chocolate is THE BEST! Amazing high-quality ingredients plus the healing benefits of flower essence and on top of that it tastes AMAZING! I love the little bits of ginger in this bar. I have tried a few flavors so far and I can say that Wei of Chocolate is the best chocolate I’ve ever had and I’m a bit of a chocolate snob haha. Can’t wait to try them all :) Hey Samantha! Thanks for your wonderful feedback, and for sharing it :) I'd love to show you our new chocolate quiz, it is so fun: https://www.lotuswei.com/pages/chocolate-quiz xoxo P P.C. Outstanding Wei of Chocolate is unlike any other chocolate. It is satisfying both in taste and texture, and even better, spiritually. Hard to believe? Try it. Patricia! Thank you, thank you! We have a new chocolate quiz that is so fun and accurate! Have a go and see what chocolate you get :) https://www.lotuswei.com/pages/chocolate-quiz xoxo"
Crystallized Ginger Dark Chocolate,Crystallized Ginger Dark Chocolate,,Chocolate,True Strength,Active,True,https://www.lotuswei.com/products/crystallized-ginger-dark-chocolate,"weiofchocolate, women, practice, chocolate-bundle-builder",all-products,https://cdn.shopify.com/s/files/1/0223/5181/files/BlackSesame-WoC-Square-Bar_cb153ea6-d375-4c56-895e-72b5a6f16008.jpg?v=1689906305,,,,,,,,,,,,,,
Crystallized Ginger Dark Chocolate,Crystallized Ginger Dark Chocolate,,Chocolate,True Strength,Active,True,https://www.lotuswei.com/products/crystallized-ginger-dark-chocolate,"weiofchocolate, women, practice, chocolate-bundle-builder",all-products,https://cdn.shopify.com/s/files/1/0223/5181/files/CrystallizedGinger-WoC-Square-Pouch-BACK.jpg?v=1692327133,,,,,,,,,,,,,,
Crystallized Ginger Dark Chocolate,Crystallized Ginger Dark Chocolate,,Chocolate,True Strength,Active,True,https://www.lotuswei.com/products/crystallized-ginger-dark-chocolate,"weiofchocolate, women, practice, chocolate-bundle-builder",all-products,https://cdn.shopify.com/s/files/1/0223/5181/files/Ginger-IngredientPosts_d0e48761-9bf8-47ca-b60a-0c985fbc2ea8.png?v=1692327133,,,,,,,,,,,,,,
Desert Lupine Flower Elixir,Desert Lupine Flower Elixir,"Description Use Ingredients **IMPORTANT** This link is ONLY intended for Flowerevolution members. Please DO NOT use this link to purchase if you are not part of the Flowerevolution program for the month of July. Delicious honey elixir infused with flower essences. 5 drops, 5 times a day, under the tongue. Desert Lupine floods the Sonoran desert landscape with washes of indigo blue in springtime. Its flower essence dissolves panic and being frozen with fear; it catalyzes movement, engagement and strength, even in adverse environments. It dissolves heartache and magnifies elegance, peacefulness and fearless expression. MAGNIFIES: Peacefulness & strength; Fearless engagement; Elegance & gracefulness DISSOLVES: Feeling frozen, stuck or immobile; Sense of adversity or lack of support; Antagonistic situations around you USE: Enjoy 5 drops sublingually 5 times each day regularly until bottle is finished; or put a dropperful in your water bottle each morning and drink throughout the day. GET CREATIVE: Morning coffee, party punch, restaurants, water bottle, child’s water or juice, pet’s water, cocktails. FEEL A DIFFERENCE: Most people feel a dramatic difference in their everyday state of mind within 2-3 days, with a cumulative effect over time. If used regularly, bottle lasts 3-4 weeks, enough time to experience a significant shift in mood and everyday life. Safe (& excellent) for children over 12 months of age. INGREDIENTS: Purified water (Aqua), Ethically-Sourced Honey, *Vitis vinifera (grape) alcohol, Lupinus sparsiflorus (Desert Lupine) flower essence, Achillea millefolium (Yarrow) flower essence and Nelumba nucifera (Lotus) flower essence. *Certified Organic",Single Elixirs,SEARCHANISE_IGNORE,Active,True,https://www.lotuswei.com/products/tiger-dlfe-072022-22024,,"elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/DesertLupine-Elixir_flowers.jpg?v=1642247866,,Title,,$45,,,,,,,,,,Customer Reviews Be the first to write a review Write a review 0% (0) 0% (0) 0% (0) 0% (0) 0% (0)
Desert Lupine Flower Elixir,Desert Lupine Flower Elixir,,Single Elixirs,SEARCHANISE_IGNORE,Active,True,https://www.lotuswei.com/products/tiger-dlfe-072022-22024,,"elixirs, all-products",https://cdn.shopify.com/s/files/1/0223/5181/products/DesertLupine_5dd75fe1-8c35-4fda-ba7c-872891672ac1.jpg?v=1642247868,,,,,,,,,,,,,,
